title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe,category
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Squat (Barbell),,,4.0,normal,50.0,8.0,,,,Quadriceps
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Seated Leg Curl (Machine),,,0.0,normal,40.0,10.0,,,,Hamstrings
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Seated Leg Curl (Machine),,,1.0,normal,45.0,8.0,,,,Hamstrings
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Seated Leg Curl (Machine),,,2.0,normal,45.0,8.0,,,,Hamstrings
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Glute,,,0.0,normal,30.0,20.0,,,,custom
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Glute,,,1.0,normal,27.5,20.0,,,,custom
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Glute,,,2.0,normal,25.0,20.0,,,,custom
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Calf Press (Machine),,,0.0,normal,30.0,10.0,,,,Calves
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Calf Press (Machine),,,1.0,normal,30.0,10.0,,,,Calves
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Calf Press (Machine),,,2.0,normal,30.0,10.0,,,,Calves
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Torso Rotation,,,0.0,normal,40.0,12.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Torso Rotation,,,1.0,normal,40.0,12.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Torso Rotation,,,2.0,normal,40.0,10.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Crunch (Machine),,,0.0,normal,45.0,15.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Crunch (Machine),,,1.0,normal,45.0,12.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Crunch (Machine),,,2.0,normal,45.0,12.0,,,,Abdominals
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Hip Abduction (Machine),,,0.0,normal,42.5,10.0,,,,Glutes
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Hip Abduction (Machine),,,1.0,normal,47.5,12.0,,,,Glutes
Legs,"2 Feb 2023, 21:33","2 Feb 2023, 22:42",,Hip Abduction (Machine),,,2.0,normal,50.0,10.0,,,,Glutes
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Iso-Lateral Row (Machine),,,0.0,warmup,50.0,10.0,,,,Lats
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Iso-Lateral Row (Machine),,,1.0,normal,90.0,8.0,,,,Lats
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Iso-Lateral Row (Machine),,,2.0,normal,90.0,8.0,,,,Lats
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Iso-Lateral Row (Machine),,,3.0,normal,80.0,8.0,,,,Lats
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Incline Bench Press (Dumbbell),,,0.0,normal,18.0,10.0,,,,Chest
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Incline Bench Press (Dumbbell),,,1.0,normal,22.0,8.0,,,,Chest
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Incline Bench Press (Dumbbell),,,2.0,normal,22.0,8.0,,,,Chest
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Incline Bench Press (Dumbbell),,,3.0,normal,14.0,10.0,,,,Chest
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Reverse Pulldown,,,0.0,normal,50.0,8.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Reverse Pulldown,,,1.0,normal,50.0,8.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Reverse Pulldown,,,2.0,normal,50.0,8.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Chest Press (Machine),,,0.0,normal,40.0,10.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Chest Press (Machine),,,1.0,normal,45.0,8.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Chest Press (Machine),,,2.0,normal,50.0,8.0,,,,custom
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Lateral Raise (Machine),,,0.0,normal,27.5,8.0,,,,Shoulders
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Lateral Raise (Machine),,,1.0,normal,25.0,8.0,,,,Shoulders
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Lateral Raise (Machine),,,2.0,normal,22.5,8.0,,,,Shoulders
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bicep Curl (Machine),,,0.0,normal,30.0,10.0,,,,Biceps
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bicep Curl (Machine),,,1.0,normal,25.0,8.0,,,,Biceps
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bicep Curl (Machine),,,2.0,normal,25.0,8.0,,,,Biceps
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bench Press - Close Grip (Barbell),,,0.0,normal,30.0,10.0,,,,Triceps
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bench Press - Close Grip (Barbell),,,1.0,normal,35.0,8.0,,,,Triceps
Upper,"31 Jan 2023, 16:01","31 Jan 2023, 17:19",Koffein Tablette hat anders gekickt. Muscles goes brum,Bench Press - Close Grip (Barbell),,,2.0,normal,35.0,8.0,,,,Triceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Squat (Barbell),,,0.0,normal,40.0,8.0,,,,Quadriceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Squat (Barbell),,,1.0,normal,60.0,8.0,,,,Quadriceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Squat (Barbell),,,2.0,normal,70.0,4.0,,,,Quadriceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Squat (Barbell),,,3.0,normal,65.0,6.0,,,,Quadriceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Squat (Barbell),,,4.0,normal,50.0,8.0,,,,Quadriceps
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Seated Leg Curl (Machine),,,0.0,normal,35.0,8.0,,,,Hamstrings
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Seated Leg Curl (Machine),,,1.0,normal,45.0,8.0,,,,Hamstrings
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Seated Leg Curl (Machine),,,2.0,normal,45.0,8.0,,,,Hamstrings
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Calf Press (Machine),,,0.0,normal,50.0,15.0,,,,Calves
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Calf Press (Machine),,,1.0,normal,50.0,15.0,,,,Calves
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Calf Press (Machine),,,2.0,normal,50.0,15.0,,,,Calves
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Glute,,,0.0,normal,27.5,20.0,,,,custom
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Glute,,,1.0,normal,27.5,20.0,,,,custom
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Glute,,,2.0,normal,22.5,20.0,,,,custom
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Torso Rotation,,,0.0,normal,40.0,12.0,,,,Abdominals
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Torso Rotation,,,1.0,normal,40.0,15.0,,,,Abdominals
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Torso Rotation,,,2.0,normal,40.0,15.0,,,,Abdominals
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Hip Abduction (Machine),,,0.0,normal,42.5,10.0,,,,Glutes
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Hip Abduction (Machine),,,1.0,normal,45.0,12.0,,,,Glutes
Leg swag,"25 Jan 2023, 17:43","25 Jan 2023, 18:33",,Hip Abduction (Machine),,,2.0,normal,45.0,12.0,,,,Glutes
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Pull Up (Assisted),,,0.0,normal,22.5,8.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Pull Up (Assisted),,,1.0,normal,25.0,6.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Pull Up (Assisted),,,2.0,normal,25.0,3.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Iso-Lateral Row (Machine),,,0.0,normal,90.0,6.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Iso-Lateral Row (Machine),,,1.0,normal,90.0,6.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Iso-Lateral Row (Machine),,,2.0,normal,80.0,8.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Iso-Lateral Row (Machine),,,3.0,normal,80.0,8.0,,,,Lats
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Deadlift (Barbell),,,0.0,normal,60.0,8.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Deadlift (Barbell),,,1.0,normal,80.0,6.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Deadlift (Barbell),,,2.0,normal,80.0,6.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Deadlift (Barbell),,,3.0,normal,70.0,8.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Reverse Pulldown,,,0.0,normal,50.0,8.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Reverse Pulldown,,,1.0,normal,50.0,8.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Reverse Pulldown,,,2.0,normal,50.0,8.0,,,,custom
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Rear Delt Reverse Fly (Machine),,,0.0,normal,32.5,8.0,,,,Upper Back
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Rear Delt Reverse Fly (Machine),,,1.0,normal,32.5,8.0,,,,Upper Back
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Rear Delt Reverse Fly (Machine),,,2.0,normal,32.5,8.0,,,,Upper Back
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Bicep Curl (Machine),0.0,,0.0,normal,30.0,10.0,,,,Biceps
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Bicep Curl (Machine),0.0,,1.0,normal,25.0,8.0,,,,Biceps
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Bicep Curl (Machine),0.0,,2.0,normal,20.0,8.0,,,,Biceps
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Cross Body Hammer Curl,0.0,,0.0,normal,12.0,8.0,,,,Biceps
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Cross Body Hammer Curl,0.0,,1.0,normal,12.0,8.0,,,,Biceps
Back clap,"23 Jan 2023, 17:13","23 Jan 2023, 18:18",,Cross Body Hammer Curl,0.0,,2.0,normal,12.0,8.0,,,,Biceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Bench Press (Barbell),,,0.0,normal,45.0,10.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Bench Press (Barbell),,,1.0,normal,60.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Bench Press (Barbell),,,2.0,normal,60.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Bench Press (Barbell),,,3.0,normal,60.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Bench Press (Barbell),,,4.0,normal,50.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Butterfly (Pec Deck),,,0.0,normal,45.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Butterfly (Pec Deck),,,1.0,normal,45.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Shoulder Press (Dumbbell),,,0.0,normal,32.0,8.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Shoulder Press (Dumbbell),,,1.0,normal,32.0,8.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Shoulder Press (Dumbbell),,,2.0,normal,28.0,8.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Dip (Weighted),,,0.0,normal,41.0,8.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Dip (Weighted),,,1.0,normal,46.0,8.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Dip (Weighted),,,2.0,normal,46.0,8.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Face Pull,0.0,,0.0,normal,20.0,10.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Face Pull,0.0,,1.0,normal,20.0,8.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Face Pull,0.0,,2.0,normal,20.0,8.0,,,,Shoulders
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Rope Pushdown,0.0,,0.0,normal,15.0,10.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Rope Pushdown,0.0,,1.0,normal,15.0,8.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Triceps Rope Pushdown,0.0,,2.0,normal,15.0,8.0,,,,Triceps
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Dead Hang,,,0.0,normal,,,,40.0,,Upper Back
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Dead Hang,,,1.0,normal,,,,20.0,,Upper Back
Push,"20 Jan 2023, 14:59","20 Jan 2023, 16:05",,Dead Hang,,,2.0,normal,,,,20.0,,Upper Back
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Iso-Lateral Row (Machine),,,0.0,warmup,50.0,10.0,,,,Lats
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Iso-Lateral Row (Machine),,,1.0,normal,70.0,8.0,,,,Lats
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Iso-Lateral Row (Machine),,,2.0,normal,70.0,8.0,,,,Lats
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Iso-Lateral Row (Machine),,,3.0,normal,80.0,8.0,,,,Lats
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Incline Bench Press (Dumbbell),,,0.0,warmup,12.0,12.0,,,,Chest
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Incline Bench Press (Dumbbell),,,1.0,normal,18.0,10.0,,,,Chest
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Incline Bench Press (Dumbbell),,,2.0,normal,20.0,8.0,,,,Chest
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Incline Bench Press (Dumbbell),,,3.0,normal,20.0,8.0,,,,Chest
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Reverse Pulldown,,,0.0,normal,50.0,8.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Reverse Pulldown,,,1.0,normal,45.0,8.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Reverse Pulldown,,,2.0,normal,40.0,8.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Chest Press (Machine),,,0.0,normal,45.0,10.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Chest Press (Machine),,,1.0,normal,45.0,8.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Chest Press (Machine),,,2.0,normal,45.0,8.0,,,,custom
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Lateral Raise (Cable),,,0.0,normal,4.0,20.0,,,,Shoulders
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Lateral Raise (Cable),,,1.0,normal,4.0,18.0,,,,Shoulders
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Lateral Raise (Cable),,,2.0,normal,4.0,18.0,,,,Shoulders
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bicep Curl (Machine),,,0.0,normal,25.0,10.0,,,,Biceps
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bicep Curl (Machine),,,1.0,normal,25.0,8.0,,,,Biceps
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bicep Curl (Machine),,,2.0,normal,22.5,8.0,,,,Biceps
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bench Press - Close Grip (Barbell),,,0.0,normal,30.0,10.0,,,,Triceps
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bench Press - Close Grip (Barbell),,,1.0,normal,35.0,8.0,,,,Triceps
Upper,"16 Jan 2023, 21:20","16 Jan 2023, 22:24",,Bench Press - Close Grip (Barbell),,,2.0,normal,35.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Bench Press (Barbell),,,0.0,normal,45.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Bench Press (Barbell),,,1.0,normal,60.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Bench Press (Barbell),,,2.0,normal,60.0,7.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Bench Press (Barbell),,,3.0,normal,60.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Bench Press (Barbell),,,4.0,normal,50.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Butterfly (Pec Deck),,,0.0,normal,45.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Butterfly (Pec Deck),,,1.0,normal,45.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Shoulder Press (Dumbbell),,,0.0,normal,32.0,8.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Shoulder Press (Dumbbell),,,1.0,normal,32.0,8.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Shoulder Press (Dumbbell),,,2.0,normal,28.0,8.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Dip (Weighted),,,0.0,normal,41.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Dip (Weighted),,,1.0,normal,46.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Dip (Weighted),,,2.0,normal,46.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Face Pull,0.0,,0.0,normal,20.0,10.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Face Pull,0.0,,1.0,normal,20.0,8.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Face Pull,0.0,,2.0,normal,20.0,8.0,,,,Shoulders
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Rope Pushdown,0.0,,0.0,normal,15.0,10.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Rope Pushdown,0.0,,1.0,normal,15.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Triceps Rope Pushdown,0.0,,2.0,normal,15.0,8.0,,,,Triceps
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Dead Hang,,Hanging,0.0,normal,,,,40.0,,Upper Back
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Dead Hang,,Hanging,1.0,normal,,,,20.0,,Upper Back
Push,"10 Jan 2023, 11:50","10 Jan 2023, 12:48",,Dead Hang,,Hanging,2.0,normal,,,,20.0,,Upper Back
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Squat (Barbell),,,0.0,normal,40.0,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Squat (Barbell),,,1.0,normal,60.0,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Squat (Barbell),,,2.0,normal,60.0,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Squat (Barbell),,,3.0,normal,60.0,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Squat (Barbell),,,4.0,normal,50.0,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Curl,,,0.0,normal,15.0,8.0,,,,custom
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Curl,,,1.0,normal,15.0,8.0,,,,custom
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Curl,,,2.0,normal,15.0,8.0,,,,custom
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Extension (Machine),,,0.0,normal,45.0,10.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Extension (Machine),,,1.0,normal,47.5,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Leg Extension (Machine),,,2.0,normal,47.5,8.0,,,,Quadriceps
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Calf Press (Machine),,,0.0,normal,50.0,15.0,,,,Calves
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Calf Press (Machine),,,1.0,normal,50.0,15.0,,,,Calves
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Calf Press (Machine),,,2.0,normal,50.0,15.0,,,,Calves
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Torso Rotation,,,0.0,normal,40.0,10.0,,,,Abdominals
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Torso Rotation,,,1.0,normal,35.0,15.0,,,,Abdominals
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Torso Rotation,,,2.0,normal,35.0,15.0,,,,Abdominals
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Crunch (Machine),,,0.0,normal,42.5,15.0,,,,Abdominals
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Crunch (Machine),,,1.0,normal,42.5,12.0,,,,Abdominals
Legs,"8 Jan 2023, 20:11","8 Jan 2023, 21:16",,Crunch (Machine),,,2.0,normal,42.5,12.0,,,,Abdominals
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Pull Up (Assisted),,,0.0,normal,22.5,8.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Pull Up (Assisted),,,1.0,normal,22.5,8.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Pull Up (Assisted),,,2.0,normal,25.0,6.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Deadlift (Barbell),,,0.0,normal,60.0,8.0,,,,custom
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Deadlift (Barbell),,,1.0,normal,80.0,6.0,,,,custom
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Deadlift (Barbell),,,2.0,normal,80.0,6.0,,,,custom
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Deadlift (Barbell),,,3.0,normal,70.0,8.0,,,,custom
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Lat Pulldown (Cable),,,0.0,normal,50.0,9.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Lat Pulldown (Cable),,,1.0,normal,50.0,8.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Lat Pulldown (Cable),,,2.0,normal,50.0,8.0,,,,Lats
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Rear Delt Reverse Fly (Machine),,,0.0,normal,32.5,9.0,,,,Upper Back
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Rear Delt Reverse Fly (Machine),,,1.0,normal,32.5,9.0,,,,Upper Back
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,Rear Delt Reverse Fly (Machine),,,2.0,normal,30.0,10.0,,,,Upper Back
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,EZ Bar Biceps Curl,0.0,,0.0,normal,27.0,8.0,,,,Biceps
Pull,"3 Jan 2023, 17:02","3 Jan 2023, 18:13",,EZ Bar Biceps Curl,0.0,,1.0,normal,22.0,8.0,,,,Biceps
